asin,sentence,helpful,main_image_url,product_title
B0011000R6,"For me, I can use it on a tripod or a controlled environment, but I don't think it's practical for hand held shots while walking around trying to keep the Puffer from falling off.",1.3,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B00XI057M0,but I if the leading men had change roles,0.5,http://ecx.images-amazon.com/images/I/51Kj+eNusaL.jpg,Ex Machina [Blu-ray + Digital HD]
B0010K8IM6,the amp please let me know how it went.,0.5,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B00062RV18,"Still, I'm glad to have this in my classroom!",1.3,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B00000J0JF,"The maze is printed on matte, durable waxy paper.",2.0,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0006ZOV5E,was an awesome conselation prize.,1.4,http://ecx.images-amazon.com/images/I/81nhkvWohBL.jpg,Room Noises
0761165975,Just came broken had to place in a new binder.,1.0,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B0010K8IM6,Nowhere near the 3000w rating.,1.2,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B0011000R6,It is mostly useless to me.,0.4,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B00HWWDV5A,"Absolutely stunning, what a great talent who will be sorely missed",1.7,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
0671015206,"\"What is lacking in \"\"The Millionaire Next Door\"\" is any  sense of moderation.\"",1.0,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00000J0JF,"A little too easy for an 11 year old, perfect for an 8 year old.",1.0,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0002MQGR2,"This product works very well to connect 2 devices to one input, regardless of what others say!!",1.6,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
0671700758,This book would be a great read in conjunction with [[ASIN:0985923202 something like God:,1.5,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B00081NX5U,", I needed new speakers behind the seat in my truck and these are great",1.7,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00HWWDV5A,"I found amazon very efficient,would recommend it to people I know,would use it again if necessary,thank you very much indeed.",1.2,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
0399157867,"Maybe this is why she lets herself get involved in two apparently unconnected affairs, neither likely to bring in the big bucks.",0.8,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B006KD37TC,"In order for Wi-Fi hardware to function properly, you must have a strong signal throughout your home, and cheap hardware will not cut it.",1.6,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
B0015450T6,"\"There were only five of these screws and one 3/8\"\" - 20 X 1/2\"\" screw.\"",1.5,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
1402241372,It will tie you up and not let you go.,1.2,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00000JZC7,"\"I was very sad of hearing the \"\"Bitter\"\" CD that she may have changed style...\"",1.1,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
B00B0DWB62,Set this up today takes 10 minutes,1.2,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B001196MG0,not happy about this!Update,0.9,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
0618871713,"She is honest and insightful, sharing private details that occasionally make the read wince with sympathy and discomfort.",1.1,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B00LOY6G1I,Wish I could give this product fewer than 1 star!,1.1,http://ecx.images-amazon.com/images/I/81TkoSkhO-L.jpg,"Juggle Bubbles Activity Kit, Bubble Maker, Bubble Game, SEEN ON TV"
0671700758,Many of us don't realize how much harm we inflict on ourself with our negative thinking.,0.4,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B00062RV18,It was nice but the planets do not turn independently to show the real speed of orbit.,1.27,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B00007E7K9,The external zip pocket holds my polarizer lens and extra battery.,1.4,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B00081NX5U,Seem to be very well made and nice quality.,1.7,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00062RV18,"\"Sur wish the planets rotated and the orbital paths were a little more real--this would have helped during the \"\"why are there seasons\"\" lesson\"",1.8,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B000002KB8,"No other Sabbath album has quite the same brooding, almost blasphemous feel.",1.8,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B000002KB8,"\"With just about all of \"\"Paranoid","\"\" most of \"\"Volume 4","\"\" half of \"\"Sabbath",Bloody Sabbath
B00000JZC7,"A common reaction to such a confession would be anger, but when the bitter truth is sung in the lyrics of this CD's third track, it almost seems forgiveable.",1.4,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
0375703764,the first video in the series was on House of Leaves-[...],0.8,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00DPKQ60A,"Just bought this Album Tuesday ,& I'm a big fan of Ariana and just have to say this  is absolutely my favorite album by far this year",1.6,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B00DPKQ60A,I do know that having that comparison on your first album is an accomplishment.,1.6,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
0783225482,How can anyone not love this movie!?,0.6,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B00000FCBH,", THESE SONGS ARE FROM THE HEART.",1.1,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B000HKDE7Y,TOO BAD THEY HAD TO TOIL IN THE SUBWAY.,0.8,http://ecx.images-amazon.com/images/I/71L+iEd8uZL.jpg,Struggle From The Subway To The Charts
B00ITOAYOQ,", that's all I care about.",0.4,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00ITOAYOQ,because if there's a child waiting for you while you are trying to get it out of the package they are going to get very impatient!,0.8,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B00C30FCUI,More so though is the high quality of the speakers.,1.7,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B006KD37TC,and even the strength of the internet signal.,1.2,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
B0042FDCMM,"HOWEVER, she does give very good information as she is walking...",1.6,http://ecx.images-amazon.com/images/I/41Czp+U5ZLL.jpg,Jane Fonda: Prime Time – Walkout
0061235970,purchased this book to give with tea set I purchased.,0.8,http://ecx.images-amazon.com/images/I/61ARpCYs2bL.jpg,Fancy Nancy: Tea for Two
0671015206,"They have great big mansions, fancy cars, and more toys than any adult really needs.",1.3,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
0618871713,I did not feel the significance the author was trying to attribute to it.,1.5,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B004OS8J98,"This Christmas he is getting a heap of the other accessories and I am looking forward to batman kicking seven shades out of the other baddies over the holidays with his new helicopter , car and Gotham jail.",0.8,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
0451232852,"a really smart high school student and once it was done the student went back and plugged in difficult SAT-like words that no one uses, but he wanted to show off that he knows them.",1.2,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B00005QT9O,iT gets you into the spirit of christmas and it gives you some great laughs.,1.5,http://ecx.images-amazon.com/images/I/51PR4CJZZ1L.jpg,Mixed Nuts
B002NKM4C2,"Vinyl record changers made more noise than that when the needle reached the label and jerked off the record (haha), when the tone arm swung out of the way and the next record plopped down -",1.5,http://ecx.images-amazon.com/images/I/71sr3IboLOL.jpg,Yamaha CD-C600BL 5-Disc CD Changer (Black)
B00002E220,"This product was not a bootleg, but exactley as depicted and sent and received faster than expected!",1.3,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
B0019FHM9M,I brought this to use for wireless audio for my TV,0.8,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
0399157867,and i anticipate each new letter in the series .strong,0.9,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B001DKO7R8,"It was easy to transfer the photos from my Canon to my iPhone, and then do whatever I wanted with them.",1.8,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B0015DNIOG,but I didn't keep the packaging,0.2,http://ecx.images-amazon.com/images/I/61qxonlw3OL.jpg,Canon Battery Pack NB-6L
B00000JZC7,I applaud any artist in today's society who has the guts to represent any emotion other than happiness or juvenile angst!,1.0,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
B00C30FCUI,I agree with other reviewers that the cord creates a bit of noise because of the wrapping rubbing against fabric.,1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000J0JF,"Even though it's been around forever, my family still enjoys playing this strategy game.",1.0,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B008FSCNTK,"Although I know the artistry of the album is all it's supposed to be, I'm not sure if it's for me.",0.4,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B00000F1D3,"I never thought one can  put emotions in dance tracks, but Cher pulls it off quite nicely.",1.5,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00AR1G3FS,The producers could have included a lossless version.,0.8,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
B00XI057M0,"The special effects overcompensate for a slow, predictable story.",1.5,http://ecx.images-amazon.com/images/I/51Kj+eNusaL.jpg,Ex Machina [Blu-ray + Digital HD]
B00000J0JF,"Game play is very adaptable: kids can play with grownups without dumbing down the game, re-playability is high, since every single turn changes the map (another huge advantage,",1.8,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00ITOAYOQ,"For  a gift, so would want to look new!",0.7,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B006KD37TC,I found this radio to be easy to set up although a touch cumbersome due to needing to enter data such as wifi access codes by scrolling through an alphabet on the screen with a dial.,1.4,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
0670012335,My son loves the Llama llama books.,1.2,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
B000002IAO,"Hey, anyone remember when Bart played In-The-Garden-Of-Eden by I-Ron-Butterfly for Reverend Lovejoy and the faithful fellowship at The First Church of Springfield?",0.7,http://ecx.images-amazon.com/images/I/91erUc5swfL.jpg,In-A-Gadda-Da-Vida
B00B0DWB62,Brilliant ..use for sand or water play..,1.6,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B0042FDCMM,But then it's only a 20-minute workout (not counting stretching at the end).I highly recommend it to those who need to start slowly.,1.7,http://ecx.images-amazon.com/images/I/41Czp+U5ZLL.jpg,Jane Fonda: Prime Time – Walkout
B002JSM3KQ,"This game is very similar to the original monopoly game with a few minor changes, one of these changes seem to be less money for the bank",1.4,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
0399162089,Art is any expression of your vision of the world and it does not have to be any particular style!,1.1,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B00L5LDWP8,"Very quality product, of course, it's Radio Flyer, the original!",1.8,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B0042FDCMM,I lost weight and inches doing the workout every day.,1.2,http://ecx.images-amazon.com/images/I/41Czp+U5ZLL.jpg,Jane Fonda: Prime Time – Walkout
0451232852,She realized she adored him.,0.6,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B0011000R6,Someone who prefers a lightweight solution over having a heavy flash on top of their camera3.,1.4,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B00IUAAJY4,", we were just very excited and got it done sooner than later.",1.3,http://ecx.images-amazon.com/images/I/71t-qhB6ugL.jpg,Lulu Jr. Illustory -  Craft Kit
0671015206,"\"you are over this amount, you are a \"\"prodigious accumulator of wealth\"\" (someone who saves more than the average for their income and age); if you are under this amount you are an \"\"under accumulator of wealth\"\"\"",1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00081NX5U,Even after I read the reviews for these speakers,0.3,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00L5LDWP8,"She went on and on about seeing his face, watching him pull it along, telling me about my cousins and their red wagon . . . .",0.6,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
0553391135,This was not up to Debbie's standard.,1.2,http://ecx.images-amazon.com/images/I/517vIw4438L.jpg,Love Letters: A Rose Harbor Novel
0553386697,( Parent / Adult / Child / Life Scripts /,1.2,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
0670012335,It is my nephew's favorite book.,1.5,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
B00081NX5U,So my idea of having a good blast of the Cosmic Rough Riders whilst doing the washing up in the kitchen was sadly not to be.,0.7,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00000FCBH,", the flow are all transcendental.",0.8,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
0553391135,And will she revisit the other couples involved in this story?,0.4,http://ecx.images-amazon.com/images/I/517vIw4438L.jpg,Love Letters: A Rose Harbor Novel
B00BLG5CSC,As soon as sweat got into one of the headphones the volume stopped working properly.,1.4,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
B00092KD9C,The strap that came with the camera was a little short and would cause me neck pain over the long haul.,1.5,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg,OP/TECH USA 1504372 Pro Loop Strap (Royal)
B00NAPJ8DM,I only found one warped piece in the entire set.,1.3,http://ecx.images-amazon.com/images/I/51iuUDn1osL.jpg,Building Bricks - 1000 pc Bulk Blocks w 54 Roof Pieces and Better Variety - Tight Fit with All Brands
B001DKO7R8,Albeit to use my extra SD/SDHC cards,1.1,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
0062065254,"This story is painful, honest and a very insightful look into the plight of the Native American.",1.5,http://ecx.images-amazon.com/images/I/51T9UKYpQDL.jpg,The Round House: A Novel
B003IHUHGE,Also the non-plastic elements don't transmit nearly as much noise.,1.3,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B001SLFN7U,The price was great & the muslin is beautiful.,1.3,http://ecx.images-amazon.com/images/I/61wRWjOX++L.jpg,CowboyStudio Hand Painted Blue and Purple Muslin Photo Backdrop
B00C30FCUI,"At this price, the earphones are amazing quality and you can rest assured that Symphonized will honor their warranty.",1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00L5LDWP8,The children used it to ‘pick’ paper pumpkins from a patch and transported them to the farmers market to be sold.,0.7,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B001DKO7R8,In this time wen no a lot persons use a SD Cards is very helpfully have this adapters!,1.4,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B0000658L4,this item arrived in perfect condition and was exactly as advertised great job,1.4,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B00000J0JF,Quick (20 mins) and gets the brain thinking.,1.2,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0000658L4,"\"\"\"Toppings\"\" can be adding to the top by vecro dots too.\"",1.2,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B000OVLBFS,"When the previous chief is murdered, Jesse proves to be his own man and follows the leads to the only logical conclusion.",0.8,http://ecx.images-amazon.com/images/I/518hg7kiAPL.jpg,Jesse Stone: Night Passage
0618871713,and it's is going to stay in my collection,0.8,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
0451232852,"Not usually into historical fiction,",0.8,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B0002MQGR2,It appears to be a very cheaply made device.,0.7,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B0002MQGR2,Perfect for 2 input and 1 output.,1.2,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B003IHUHGE,"Instead of giant cups, the P5s use flat panels that simply press flat against your ear.",1.3,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B004UKNJCM,Opening up the tower and the dungeon added to the attraction of the game.,1.1,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
0671015206,"While they provide some good food for thought about how you can legally lower your tax rate, they take it farther than I preferred.",1.5,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B0007U00XK,wide and well stopped down,1.2,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0671015206,That takes a lot of the pain  out of being frugal.,0.6,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B0007U00XK,"It's only to protect from light at the extremest angles, which isn't a lot of the time for me...",1.1,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
B00L5LDWP8,"\"While I realize this is a child's \"\"pull\"\" behind toy wagon","it is much smaller and lighter than I expected for the price.\"",1.4,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg
0553391135,The characters at Rose Harbor are as friendly and hospitable as their neighbors in Cedar Cove.,1.1,http://ecx.images-amazon.com/images/I/517vIw4438L.jpg,Love Letters: A Rose Harbor Novel
B003G9ZQQA,You won't go wrong with this one.,1.1,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
0670012335,She wants to read it over and over.,1.0,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
0399162089,Its a nice idea but a little too intricate for a younger audience.,1.3,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B0018QROM2,"I must have misread the dimensions (my bad), but it did not fit in my new TV stand.",1.3,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00002E220,"This was their land first, not ours.",0.3,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
B003IHUHGE,Although this may be down to the EQ setting I use on my MP3 player.,1.0,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
0790731886,"Moore plays Arthur Bach, a very rich and usually very drunk playboy.",1.3,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
0671700758,and then I’ll go through and re-read and mark it then.,0.5,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B0007U00XK,As other people have said it's a good lens and my daughter is very happy with it.,1.2,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
B00C30FCUI,At first glance it has a very long cord.,1.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00C30FCUI,The new earphone works pretty well with great bass.,1.3,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00IUAAJY4,But can you imagine how excited a younger child would be to have a book written ABOUT him,1.0,http://ecx.images-amazon.com/images/I/71t-qhB6ugL.jpg,Lulu Jr. Illustory -  Craft Kit
B008FSCNTK,In retrospect it was not.,0.3,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B008MPKAPK,It picks up local stations well.,1.4,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B001DKO7R8,and then upload from there.,0.9,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B000HKDE7Y,"recommend these two brothers music , as up and coming stars.",1.3,http://ecx.images-amazon.com/images/I/71L+iEd8uZL.jpg,Struggle From The Subway To The Charts
B00HWWDV5A,"While every song he has ever sung hasn't been a personal favorite, I love this album in",1.4,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
B00NAPJ8DM,"But now, they hate these bricks.",0.4,http://ecx.images-amazon.com/images/I/51iuUDn1osL.jpg,Building Bricks - 1000 pc Bulk Blocks w 54 Roof Pieces and Better Variety - Tight Fit with All Brands
B00062RV18,"its an easy, fun way to learn about our solar system.",1.8,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B00000J0JF,It is a great games for all ages.,1.5,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000J0JF,I anticipate that as my kids get older the going easy on them will go out the window and we will be looking out for ourselves and that is just going to make the game night,0.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000J0JF,"My 4yr old son joins in, one of my best mates played it once and purchased immediately.",0.7,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00XI057M0,He may have been more interesting if his character was further developed.,0.9,http://ecx.images-amazon.com/images/I/51Kj+eNusaL.jpg,Ex Machina [Blu-ray + Digital HD]
B00000F1D3,"\"\"\"Believe\"\" is nothing less than the excellence we have come to expect from her.\"",0.9,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00ITOAYOQ,this order never arrived and is still missing,0.6,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B0015450T6,Their videos are very helpful and I feel so much more comfortable jumping into this task.,1.6,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B000002KHF,"\"....some more romance with you, my love?\"\"  Oh to be that lucky!!!\"",0.4,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
0618871713,"For any education organization, at any level, to require students to read this is a crime.",0.7,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B0018QROM2,I guess you could spend more but to my ears it sounds great.,1.5,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B0015450T6,I appreciated the obvious care put into this kit.,1.2,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B00002E220,"yeah, we should have killed that",0.5,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
0399157867,"\"Sue Grafton has written the \"\"V\"\" volume of her Kinsey Malone series",and,believe me,"it does not disappoint.\""
0375703764,"After looking at all the 5* reviews, I read it again, and still don't see it..",1.1,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0553386697,"All of that is in addition to teaching parents(in non clinical, everyday language that anyone can follow) how to be a better, more present parent.",1.7,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B004OS8J98,delivery was as expected and everything was in perfect condition when it arrived.,1.3,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
